Comunidade,Tamanho,Densidade,Densidade Espacial,Fator escolha,Lat,Lon,Porcentagem Crimes,Porcentagem Armas,Porcentagem Horarios,Areas,Subareas
0,815,0.0694858257044793,208.838724637253,11826.7349446993,34.0479530061348,-118.258818159509,"{'roubo': 0.501, 'vandalismo': 0.142, 'agressao leve': 0.218, 'golpes': 0.005, 'agressao grave': 0.102, 'crime sexual': 0.029, 'homicidio': 0.001, 'sequestro': 0.001}","{'Indefinido': 0.539, 'outros': 0.114, 'força fisica e ameacas': 0.247, 'armas de fogo': 0.031, 'explosivos e substancias quimicas': 0.012, 'armas de fogo semiautomaticas': 0.009, 'objetos contundentes': 0.013, 'objetos cortantes': 0.036}","{'Manha': 0.22, 'Tarde': 0.288, 'Noite': 0.302, 'Madrugada': 0.19}","{'Central', 'Rampart'}","{161, 162, 171, 141, 142, 269, 181, 182, 151, 152, 249}"
1,478,0.0149301032658972,91.189222061289,650.780032009475,34.0473274058578,-118.343939121339,"{'agressao grave': 0.113, 'roubo': 0.481, 'agressao leve': 0.199, 'vandalismo': 0.151, 'crime sexual': 0.048, 'sequestro': 0.006, 'golpes': 0.002}","{'outros': 0.073, 'Indefinido': 0.607, 'força fisica e ameacas': 0.22, 'armas de fogo': 0.036, 'objetos contundentes': 0.019, 'explosivos e substancias quimicas': 0.013, 'objetos cortantes': 0.023, 'armas de fogo semiautomaticas': 0.004, 'armas de fogo automaticas': 0.006}","{'Manha': 0.199, 'Tarde': 0.341, 'Noite': 0.339, 'Madrugada': 0.121}",{'Wilshire'},"{773, 774, 775, 776, 745, 777, 747, 783, 784, 785, 755, 758, 763, 764, 765, 766}"
2,13,0.529359992885612,0,0,34.1192,-118.3004,"{'roubo': 0.769, 'crime sexual': 0.077, 'agressao leve': 0.154}","{'Indefinido': 0.692, 'outros': 0.077, 'força fisica e ameacas': 0.231}","{'Manha': 0.308, 'Tarde': 0.231, 'Noite': 0.385, 'Madrugada': 0.077}",{'Northeast'},{1101}
3,20,0.133558949855253,277.848348004227,742.182671569226,34.117265,-118.26379,"{'roubo': 0.6, 'vandalismo': 0.2, 'agressao leve': 0.05, 'agressao grave': 0.15}","{'Indefinido': 0.6, 'armas de fogo': 0.05, 'força fisica e ameacas': 0.05, 'objetos cortantes': 0.15, 'outros': 0.15}","{'Manha': 0.25, 'Tarde': 0.4, 'Noite': 0.2, 'Madrugada': 0.15}",{'Northeast'},"{1123, 1133}"
4,726,0.0743519971764919,219.93658589623,11872.0779242473,34.0429230027549,-118.244419972452,"{'roubo': 0.311, 'crime sexual': 0.054, 'agressao leve': 0.299, 'vandalismo': 0.117, 'agressao grave': 0.207, 'golpes': 0.003, 'homicidio': 0.007, 'sequestro': 0.003}","{'Indefinido': 0.329, 'outros': 0.163, 'armas de fogo': 0.039, 'força fisica e ameacas': 0.321, 'armas de fogo semiautomaticas': 0.011, 'objetos contundentes': 0.044, 'objetos cortantes': 0.076, 'explosivos e substancias quimicas': 0.01, 'armas de fogo automaticas': 0.008}","{'Manha': 0.219, 'Tarde': 0.358, 'Noite': 0.281, 'Madrugada': 0.142}","{'Central', 'Newton'}","{165, 166, 138, 1307, 176, 146, 147, 148, 155, 156, 157, 158, 159}"
5,101,0.409887682792379,789.689797759269,32692.0962541613,34.2438881188119,-118.558223762376,"{'roubo': 0.832, 'agressao grave': 0.04, 'vandalismo': 0.03, 'agressao leve': 0.079, 'golpes': 0.02}","{'Indefinido': 0.812, 'outros': 0.03, 'força fisica e ameacas': 0.109, 'armas de fogo': 0.02, 'armas de fogo semiautomaticas': 0.02, 'objetos cortantes': 0.01}","{'Manha': 0.059, 'Tarde': 0.505, 'Noite': 0.356, 'Madrugada': 0.079}",{'Devonshire'},"{1764, 1766}"
6,29,0.288821291264563,533.09921331565,4465.14169169652,34.1426,-118.224344827586,"{'roubo': 0.69, 'vandalismo': 0.138, 'agressao grave': 0.103, 'agressao leve': 0.069}","{'Indefinido': 0.793, 'outros': 0.034, 'armas de fogo': 0.103, 'força fisica e ameacas': 0.069}","{'Manha': 0.172, 'Tarde': 0.448, 'Noite': 0.345, 'Madrugada': 0.034}",{'Northeast'},"{1105, 1113}"
7,127,0.0496587240177254,88.7254359964088,559.560976316249,33.9770748031496,-118.417233858268,"{'roubo': 0.74, 'vandalismo': 0.157, 'agressao leve': 0.055, 'agressao grave': 0.039, 'crime sexual': 0.008}","{'Indefinido': 0.772, 'outros': 0.126, 'força fisica e ameacas': 0.055, 'explosivos e substancias quimicas': 0.008, 'objetos cortantes': 0.039}","{'Manha': 0.15, 'Tarde': 0.433, 'Noite': 0.268, 'Madrugada': 0.15}",{'Pacific'},"{1464, 1465, 1462, 1463}"
8,205,0.0724932529470835,130.990200961178,1946.66068323294,34.1410458536586,-118.369296097561,"{'roubo': 0.649, 'vandalismo': 0.141, 'agressao leve': 0.122, 'agressao grave': 0.068, 'golpes': 0.005, 'crime sexual': 0.015}","{'Indefinido': 0.737, 'força fisica e ameacas': 0.141, 'objetos contundentes': 0.02, 'outros': 0.059, 'armas de fogo': 0.015, 'objetos cortantes': 0.024, 'armas de fogo semiautomaticas': 0.005}","{'Manha': 0.166, 'Tarde': 0.293, 'Noite': 0.376, 'Madrugada': 0.166}",{'N Hollywood'},"{1569, 1599, 1583, 1585, 1586, 1587, 1563, 1596, 1565, 1567}"
9,357,0.0197409657596838,94.1297177822906,663.381518248075,34.0232655462185,-118.299532212885,"{'roubo': 0.479, 'agressao leve': 0.179, 'vandalismo': 0.137, 'agressao grave': 0.185, 'crime sexual': 0.014, 'homicidio': 0.006}","{'Indefinido': 0.431, 'força fisica e ameacas': 0.303, 'objetos cortantes': 0.064, 'outros': 0.059, 'armas de fogo semiautomaticas': 0.039, 'armas de fogo': 0.053, 'objetos contundentes': 0.031, 'explosivos e substancias quimicas': 0.017, 'armas de fogo automaticas': 0.003}","{'Manha': 0.165, 'Tarde': 0.336, 'Noite': 0.353, 'Madrugada': 0.146}",{'Southwest'},"{355, 356, 357, 326, 358, 325, 336, 337, 338, 315, 376, 377, 378, 379, 316, 317}"
10,1133,0.0192383184311398,101.156379480247,2204.90709887325,34.0564018534864,-118.273285525154,"{'roubo': 0.438, 'vandalismo': 0.168, 'agressao grave': 0.162, 'agressao leve': 0.203, 'crime sexual': 0.019, 'golpes': 0.006, 'sequestro': 0.003, 'homicidio': 0.001}","{'Indefinido': 0.442, 'outros': 0.079, 'objetos cortantes': 0.105, 'força fisica e ameacas': 0.269, 'armas de fogo semiautomaticas': 0.012, 'armas de fogo': 0.035, 'objetos contundentes': 0.04, 'explosivos e substancias quimicas': 0.011, 'armas de fogo automaticas': 0.007}","{'Manha': 0.193, 'Tarde': 0.33, 'Noite': 0.323, 'Madrugada': 0.154}","{'Olympic', 'Rampart'}","{256, 257, 2049, 261, 265, 266, 2058, 269, 271, 275, 2039, 2069, 279, 281, 289, 231, 233, 235, 236, 237, 2029, 241, 245, 246, 247, 248, 249, 251}"
11,111,0.0590465948531088,144.785935229503,948.951926829667,34.2604540540541,-118.467483783784,"{'roubo': 0.658, 'agressao leve': 0.135, 'golpes': 0.009, 'vandalismo': 0.126, 'agressao grave': 0.072}","{'Indefinido': 0.694, 'força fisica e ameacas': 0.162, 'objetos cortantes': 0.045, 'armas de fogo automaticas': 0.018, 'outros': 0.027, 'armas de fogo semiautomaticas': 0.018, 'objetos contundentes': 0.027, 'armas de fogo': 0.009}","{'Manha': 0.171, 'Tarde': 0.315, 'Noite': 0.378, 'Madrugada': 0.135}","{'Mission', 'Devonshire'}","{1952, 1954, 1962, 1738, 1941, 1943, 1945, 1951}"
12,577,0.0165725036498428,86.6757092203047,828.822133773384,34.0463204506066,-118.287429116118,"{'roubo': 0.456, 'agressao leve': 0.205, 'vandalismo': 0.198, 'agressao grave': 0.101, 'crime sexual': 0.021, 'golpes': 0.012, 'homicidio': 0.005, 'sequestro': 0.003}","{'outros': 0.085, 'Indefinido': 0.548, 'força fisica e ameacas': 0.218, 'objetos cortantes': 0.057, 'armas de fogo': 0.062, 'explosivos e substancias quimicas': 0.009, 'objetos contundentes': 0.016, 'armas de fogo semiautomaticas': 0.005}","{'Manha': 0.172, 'Tarde': 0.35, 'Noite': 0.341, 'Madrugada': 0.137}","{'Central', 'Southwest', 'Olympic', 'Rampart'}","{2053, 2054, 2055, 2056, 2058, 271, 2064, 2069, 281, 2074, 2076, 285, 2079, 289, 291, 292, 295, 2088, 171, 299, 2099, 308, 181, 309, 191, 319, 2044, 2045, 2046}"
13,187,0.0325000977325446,103.079503702358,626.467567630631,34.2324294117647,-118.536414973262,"{'golpes': 0.016, 'roubo': 0.535, 'agressao grave': 0.064, 'vandalismo': 0.16, 'agressao leve': 0.203, 'crime sexual': 0.021}","{'Indefinido': 0.61, 'outros': 0.144, 'força fisica e ameacas': 0.166, 'armas de fogo semiautomaticas': 0.016, 'objetos contundentes': 0.016, 'armas de fogo': 0.027, 'objetos cortantes': 0.021}","{'Manha': 0.193, 'Tarde': 0.31, 'Noite': 0.305, 'Madrugada': 0.193}","{'West Valley', 'Devonshire'}","{1794, 1767, 1003, 1004, 1783, 1785}"
14,107,0.0900814540124894,144.036108699127,1388.32308490526,34.1602401869159,-118.443594392523,"{'roubo': 0.692, 'agressao grave': 0.093, 'vandalismo': 0.14, 'crime sexual': 0.009, 'agressao leve': 0.056, 'sequestro': 0.009}","{'Indefinido': 0.776, 'objetos cortantes': 0.065, 'força fisica e ameacas': 0.093, 'armas de fogo': 0.056, 'outros': 0.009}","{'Manha': 0.206, 'Tarde': 0.43, 'Noite': 0.262, 'Madrugada': 0.103}",{'Van Nuys'},"{952, 963, 964, 955}"
15,863,0.0638997369079405,202.955488559079,11192.0764047039,34.0456881807648,-118.251042526072,"{'vandalismo': 0.173, 'roubo': 0.497, 'agressao leve': 0.183, 'agressao grave': 0.131, 'homicidio': 0.002, 'crime sexual': 0.012, 'golpes': 0.002}","{'Indefinido': 0.511, 'força fisica e ameacas': 0.225, 'outros': 0.132, 'objetos cortantes': 0.054, 'objetos contundentes': 0.027, 'armas de fogo': 0.021, 'explosivos e substancias quimicas': 0.019, 'armas de fogo semiautomaticas': 0.009, 'armas de fogo automaticas': 0.002}","{'Manha': 0.196, 'Tarde': 0.302, 'Noite': 0.335, 'Madrugada': 0.167}","{'Central', 'Newton'}","{132, 133, 134, 135, 138, 142, 143, 144, 145, 146, 1303, 152, 153, 154, 155, 1307, 162, 163, 164, 165, 174, 176, 185}"
16,904,0.0156468413370113,95.4173824760101,1349.65450253313,33.9619558628318,-118.280543141593,"{'roubo': 0.361, 'agressao grave': 0.225, 'agressao leve': 0.18, 'vandalismo': 0.164, 'crime sexual': 0.053, 'homicidio': 0.007, 'golpes': 0.003, 'sequestro': 0.008}","{'Indefinido': 0.378, 'armas de fogo': 0.117, 'outros': 0.094, 'força fisica e ameacas': 0.272, 'objetos contundentes': 0.023, 'armas de fogo semiautomaticas': 0.044, 'armas de fogo automaticas': 0.01, 'objetos cortantes': 0.052, 'explosivos e substancias quimicas': 0.009}","{'Manha': 0.19, 'Tarde': 0.287, 'Noite': 0.333, 'Madrugada': 0.19}","{'77th Street', 'Southeast'}","{1256, 1801, 1802, 1258, 1257, 1803, 1806, 1805, 1804, 1265, 1266, 1267, 1268, 1269, 1822}"
17,313,0.0574613835470309,166.876676348534,3001.34595257638,34.0751009584665,-118.37571884984,"{'roubo': 0.668, 'vandalismo': 0.109, 'agressao leve': 0.141, 'agressao grave': 0.064, 'crime sexual': 0.013, 'golpes': 0.003, 'sequestro': 0.003}","{'Indefinido': 0.725, 'força fisica e ameacas': 0.15, 'outros': 0.067, 'objetos contundentes': 0.019, 'objetos cortantes': 0.016, 'armas de fogo automaticas': 0.006, 'armas de fogo': 0.01, 'explosivos e substancias quimicas': 0.006}","{'Manha': 0.125, 'Tarde': 0.45, 'Noite': 0.3, 'Madrugada': 0.125}",{'Wilshire'},"{711, 721, 722, 723, 701}"
18,307,0.0167694556592167,75.3167229397821,387.747276841009,34.2023514657981,-118.535519218241,"{'agressao grave': 0.104, 'roubo': 0.489, 'vandalismo': 0.208, 'agressao leve': 0.156, 'sequestro': 0.003, 'crime sexual': 0.029, 'golpes': 0.007, 'homicidio': 0.003}","{'outros': 0.081, 'Indefinido': 0.612, 'objetos cortantes': 0.042, 'força fisica e ameacas': 0.202, 'armas de fogo': 0.016, 'objetos contundentes': 0.033, 'explosivos e substancias quimicas': 0.01, 'armas de fogo semiautomaticas': 0.003}","{'Manha': 0.16, 'Tarde': 0.293, 'Noite': 0.349, 'Madrugada': 0.199}",{'West Valley'},"{1024, 1025, 1027, 1001, 1003, 1004, 1037, 1035, 1005, 1006, 1011, 1012, 1015, 1017, 1023}"
19,1,0,0,0,34.2204,-118.5579,{'agressao leve': 1.0},{'força fisica e ameacas': 1.0},"{'Manha': 0.0, 'Tarde': 1.0, 'Noite': 0.0, 'Madrugada': 0.0}",{'West Valley'},{1001}
20,1,0,0,0,33.7421,-118.3102,{'roubo': 1.0},{'Indefinido': 1.0},"{'Manha': 0.0, 'Tarde': 0.0, 'Noite': 1.0, 'Madrugada': 0.0}",{'Harbor'},{551}
21,301,0.0499408886234651,147.70166504625,2220.28207347612,34.0110485049834,-118.309856810631,"{'crime sexual': 0.033, 'golpes': 0.007, 'roubo': 0.405, 'vandalismo': 0.159, 'agressao leve': 0.219, 'agressao grave': 0.169, 'homicidio': 0.007}","{'Indefinido': 0.472, 'força fisica e ameacas': 0.302, 'outros': 0.047, 'objetos cortantes': 0.05, 'armas de fogo': 0.073, 'armas de fogo semiautomaticas': 0.02, 'objetos contundentes': 0.027, 'armas de fogo automaticas': 0.007, 'explosivos e substancias quimicas': 0.003}","{'Manha': 0.216, 'Tarde': 0.322, 'Noite': 0.299, 'Madrugada': 0.163}","{'Southwest', '77th Street'}","{355, 356, 395, 1203, 374, 375, 376}"
22,253,0.0376801113982513,113.024208923144,1077.46749007959,34.1537897233201,-118.457215810277,"{'roubo': 0.684, 'agressao leve': 0.146, 'vandalismo': 0.099, 'agressao grave': 0.051, 'crime sexual': 0.016, 'golpes': 0.004}","{'Indefinido': 0.731, 'força fisica e ameacas': 0.166, 'outros': 0.051, 'armas de fogo': 0.012, 'objetos cortantes': 0.012, 'explosivos e substancias quimicas': 0.004, 'objetos contundentes': 0.016, 'armas de fogo automaticas': 0.004, 'armas de fogo semiautomaticas': 0.004}","{'Manha': 0.162, 'Tarde': 0.324, 'Noite': 0.368, 'Madrugada': 0.146}","{'West Valley', 'Van Nuys'}","{1089, 961, 963, 971, 974, 981, 1079, 984, 985, 991}"
23,275,0.02150193123875,87.0405635137527,514.673558205061,34.1962480000001,-118.476968,"{'roubo': 0.491, 'crime sexual': 0.022, 'agressao leve': 0.2, 'agressao grave': 0.102, 'vandalismo': 0.185}","{'Indefinido': 0.604, 'força fisica e ameacas': 0.211, 'armas de fogo': 0.055, 'objetos cortantes': 0.036, 'outros': 0.051, 'objetos contundentes': 0.036, 'armas de fogo semiautomaticas': 0.004, 'explosivos e substancias quimicas': 0.004}","{'Manha': 0.193, 'Tarde': 0.342, 'Noite': 0.32, 'Madrugada': 0.145}","{'West Valley', 'Van Nuys'}","{923, 1029, 901, 1039, 911, 1008, 914, 944, 1049, 1018, 1019}"
24,754,0.00941339464380854,69.4031650652806,492.60281424581,34.072675729443,-118.265223607427,"{'vandalismo': 0.206, 'roubo': 0.496, 'agressao grave': 0.129, 'agressao leve': 0.153, 'crime sexual': 0.007, 'golpes': 0.007, 'sequestro': 0.001, 'homicidio': 0.003}","{'Indefinido': 0.609, 'outros': 0.07, 'armas de fogo': 0.027, 'armas de fogo semiautomaticas': 0.021, 'força fisica e ameacas': 0.182, 'objetos cortantes': 0.044, 'armas de fogo automaticas': 0.005, 'objetos contundentes': 0.029, 'explosivos e substancias quimicas': 0.013}","{'Manha': 0.188, 'Tarde': 0.313, 'Noite': 0.332, 'Madrugada': 0.167}","{'Central', 'Rampart', 'Northeast'}","{131, 132, 1171, 1172, 1175, 1181, 1183, 1184, 1185, 1195, 204, 205, 215, 216, 217, 218, 219, 101, 231, 233, 235, 236, 237, 238, 239, 121}"
25,347,0.0301851922885472,110.321495444648,1155.53621708421,34.2281403458213,-118.450237463977,"{'crime sexual': 0.029, 'roubo': 0.478, 'vandalismo': 0.167, 'golpes': 0.006, 'agressao leve': 0.207, 'agressao grave': 0.112}","{'Indefinido': 0.565, 'força fisica e ameacas': 0.259, 'explosivos e substancias quimicas': 0.014, 'objetos contundentes': 0.043, 'objetos cortantes': 0.043, 'outros': 0.032, 'armas de fogo': 0.029, 'armas de fogo semiautomaticas': 0.014}","{'Manha': 0.179, 'Tarde': 0.357, 'Noite': 0.329, 'Madrugada': 0.135}",{'Mission'},"{1984, 1985, 1987, 1993, 1994, 1962, 1964, 1998, 1966, 1967, 1972, 1974, 1975, 1977, 1982, 1983}"
26,733,0.0271706004262721,125.174905185255,2492.98968449166,34.036646521146,-118.262018281037,"{'roubo': 0.52, 'agressao leve': 0.175, 'vandalismo': 0.173, 'agressao grave': 0.101, 'golpes': 0.011, 'crime sexual': 0.016, 'sequestro': 0.003, 'homicidio': 0.001}","{'armas de fogo': 0.022, 'outros': 0.115, 'Indefinido': 0.544, 'armas de fogo semiautomaticas': 0.01, 'força fisica e ameacas': 0.228, 'explosivos e substancias quimicas': 0.01, 'objetos contundentes': 0.022, 'objetos cortantes': 0.049, 'armas de fogo automaticas': 0.001}","{'Manha': 0.202, 'Tarde': 0.325, 'Noite': 0.317, 'Madrugada': 0.157}","{'Central', 'Southwest', 'Newton'}","{192, 1313, 195, 1311, 319, 1321, 181, 182, 1303, 185, 191}"
27,552,0.0126836572705128,82.7617542973096,579.446393090634,33.7361019927536,-118.289622826087,"{'agressao grave': 0.13, 'crime sexual': 0.018, 'roubo': 0.422, 'agressao leve': 0.208, 'vandalismo': 0.208, 'golpes': 0.005, 'homicidio': 0.004, 'sequestro': 0.004}","{'armas de fogo': 0.062, 'força fisica e ameacas': 0.219, 'Indefinido': 0.574, 'objetos contundentes': 0.02, 'outros': 0.056, 'objetos cortantes': 0.051, 'explosivos e substancias quimicas': 0.009, 'armas de fogo semiautomaticas': 0.007, 'armas de fogo automaticas': 0.002}","{'Manha': 0.163, 'Tarde': 0.341, 'Noite': 0.335, 'Madrugada': 0.161}",{'Harbor'},"{551, 585, 555, 587, 557, 558, 561, 562, 563, 564, 565, 566, 567, 569}"
28,254,0.0961797046717131,223.360377735247,5456.61473214834,33.943901968504,-118.404325590551,"{'agressao leve': 0.205, 'roubo': 0.496, 'vandalismo': 0.256, 'agressao grave': 0.035, 'golpes': 0.004, 'crime sexual': 0.004}","{'força fisica e ameacas': 0.22, 'Indefinido': 0.685, 'outros': 0.079, 'objetos contundentes': 0.004, 'objetos cortantes': 0.012}","{'Manha': 0.22, 'Tarde': 0.315, 'Noite': 0.311, 'Madrugada': 0.154}",{'Pacific'},"{1496, 1494}"
29,1176,0.00710359329596713,62.7548831496898,524.243356664052,33.9399029761905,-118.273669387755,"{'crime sexual': 0.038, 'roubo': 0.362, 'vandalismo': 0.176, 'agressao leve': 0.179, 'agressao grave': 0.23, 'golpes': 0.003, 'homicidio': 0.006, 'sequestro': 0.004}","{'Indefinido': 0.339, 'armas de fogo': 0.107, 'força fisica e ameacas': 0.265, 'armas de fogo semiautomaticas': 0.046, 'outros': 0.13, 'objetos contundentes': 0.043, 'armas de fogo automaticas': 0.008, 'objetos cortantes': 0.055, 'explosivos e substancias quimicas': 0.007}","{'Manha': 0.179, 'Tarde': 0.303, 'Noite': 0.346, 'Madrugada': 0.173}",{'Southeast'},"{1824, 1861, 1862, 1863, 1832, 1801, 1802, 1834, 1836, 1835, 1805, 1806, 1841, 1842, 1844, 1821, 1822, 1823}"
30,774,0.0334980262527844,137.48303339673,3564.58754281594,34.1013374677006,-118.336624289406,"{'agressao grave': 0.136, 'roubo': 0.455, 'crime sexual': 0.039, 'vandalismo': 0.163, 'agressao leve': 0.195, 'golpes': 0.01, 'homicidio': 0.001, 'sequestro': 0.001}","{'força fisica e ameacas': 0.24, 'Indefinido': 0.505, 'armas de fogo': 0.039, 'outros': 0.13, 'explosivos e substancias quimicas': 0.013, 'objetos contundentes': 0.018, 'armas de fogo semiautomaticas': 0.008, 'objetos cortantes': 0.041, 'armas de fogo automaticas': 0.005}","{'Manha': 0.176, 'Tarde': 0.273, 'Noite': 0.32, 'Madrugada': 0.231}",{'Hollywood'},"{643, 644, 645, 646, 615, 622, 625, 626, 666, 635, 636}"
31,8,0.394439792402828,1079.50968861529,3406.41261979404,34.117025,-118.2718,"{'agressao leve': 0.125, 'vandalismo': 0.125, 'roubo': 0.75}","{'força fisica e ameacas': 0.125, 'Indefinido': 0.875}","{'Manha': 0.375, 'Tarde': 0.25, 'Noite': 0.25, 'Madrugada': 0.125}",{'Northeast'},"{1122, 1132}"
32,11,0.257926823714077,548.837417159785,1557.15880917807,34.0648727272727,-118.179318181818,"{'roubo': 0.818, 'agressao grave': 0.182}","{'Indefinido': 0.727, 'força fisica e ameacas': 0.091, 'objetos cortantes': 0.091, 'armas de fogo': 0.091}","{'Manha': 0.182, 'Tarde': 0.455, 'Noite': 0.273, 'Madrugada': 0.091}",{'Hollenbeck'},"{437, 439}"
33,314,0.0187910217579083,85.6717814509806,505.496137115221,34.0541805732484,-118.380802866242,"{'crime sexual': 0.016, 'vandalismo': 0.153, 'roubo': 0.637, 'agressao leve': 0.156, 'agressao grave': 0.032, 'homicidio': 0.003, 'golpes': 0.003}","{'força fisica e ameacas': 0.153, 'Indefinido': 0.732, 'outros': 0.048, 'armas de fogo': 0.035, 'armas de fogo semiautomaticas': 0.006, 'objetos contundentes': 0.01, 'objetos cortantes': 0.013, 'explosivos e substancias quimicas': 0.003}","{'Manha': 0.197, 'Tarde': 0.299, 'Noite': 0.312, 'Madrugada': 0.191}","{'Wilshire', 'West LA'}","{752, 849, 753, 887, 857, 762, 859, 858, 763}"
34,10,0.425820269438368,2500.0000000005,10645.5067359613,34.17308,-118.61536,"{'agressao leve': 0.1, 'roubo': 0.6, 'vandalismo': 0.2, 'crime sexual': 0.1}","{'força fisica e ameacas': 0.3, 'Indefinido': 0.7}","{'Manha': 0.1, 'Tarde': 0.7, 'Noite': 0.2, 'Madrugada': 0.0}",{'Topanga'},{2175}
35,219,0.0766569293006484,120.17048414927,2017.40616733271,34.0555643835617,-118.421753424657,"{'agressao leve': 0.1, 'roubo': 0.735, 'vandalismo': 0.123, 'agressao grave': 0.027, 'homicidio': 0.005, 'golpes': 0.005, 'crime sexual': 0.005}","{'outros': 0.068, 'força fisica e ameacas': 0.087, 'objetos cortantes': 0.009, 'Indefinido': 0.785, 'armas de fogo': 0.018, 'armas de fogo semiautomaticas': 0.014, 'objetos contundentes': 0.018}","{'Manha': 0.174, 'Tarde': 0.402, 'Noite': 0.32, 'Madrugada': 0.105}",{'West LA'},"{834, 836, 839, 847, 848, 885, 829}"
36,597,0.011900969806235,73.7148983576126,523.735431435307,34.0465499162479,-118.210029480737,"{'crime sexual': 0.025, 'roubo': 0.395, 'agressao grave': 0.156, 'agressao leve': 0.209, 'vandalismo': 0.194, 'golpes': 0.012, 'homicidio': 0.005, 'sequestro': 0.003}","{'força fisica e ameacas': 0.251, 'Indefinido': 0.492, 'outros': 0.09, 'armas de fogo': 0.08, 'objetos cortantes': 0.05, 'objetos contundentes': 0.012, 'armas de fogo semiautomaticas': 0.018, 'armas de fogo automaticas': 0.003, 'explosivos e substancias quimicas': 0.002}","{'Manha': 0.168, 'Tarde': 0.348, 'Noite': 0.322, 'Madrugada': 0.162}",{'Hollenbeck'},"{424, 437, 443, 448, 449, 451, 452, 453, 454, 455, 456, 457, 459, 461, 462, 463, 464, 465, 466, 467, 468, 469, 471, 473, 477}"
37,927,0.0144855195734678,81.1182878400014,1089.26258639464,33.9778416396979,-118.278168392665,"{'vandalismo': 0.138, 'golpes': 0.004, 'roubo': 0.42, 'agressao grave': 0.208, 'crime sexual': 0.035, 'agressao leve': 0.186, 'sequestro': 0.005, 'homicidio': 0.004}","{'Indefinido': 0.365, 'força fisica e ameacas': 0.272, 'objetos cortantes': 0.063, 'outros': 0.074, 'armas de fogo': 0.117, 'objetos contundentes': 0.029, 'armas de fogo semiautomaticas': 0.055, 'armas de fogo automaticas': 0.016, 'explosivos e substancias quimicas': 0.01}","{'Manha': 0.149, 'Tarde': 0.318, 'Noite': 0.339, 'Madrugada': 0.194}","{'77th Street', 'Newton'}","{1248, 1249, 1381, 1255, 1256, 1385, 1258, 1259, 1383, 1257, 1391, 1393, 1394, 1395, 1268, 1239, 1372, 1245}"
38,139,0.0250329389263228,85.8825061303233,298.83492278119,34.1976165467626,-118.565362589928,"{'golpes': 0.014, 'roubo': 0.647, 'agressao leve': 0.129, 'vandalismo': 0.137, 'agressao grave': 0.065, 'crime sexual': 0.007}","{'Indefinido': 0.727, 'outros': 0.029, 'força fisica e ameacas': 0.129, 'objetos cortantes': 0.014, 'armas de fogo': 0.036, 'armas de fogo semiautomaticas': 0.029, 'objetos contundentes': 0.036}","{'Manha': 0.115, 'Tarde': 0.317, 'Noite': 0.36, 'Madrugada': 0.209}","{'West Valley', 'Topanga'}","{2148, 2149, 1001, 1011, 2138, 2139, 1021, 1023}"
39,220,0.0289896878865428,110.742512460441,706.285991839946,34.1667713636363,-118.398595909091,"{'agressao leve': 0.109, 'roubo': 0.7, 'vandalismo': 0.141, 'crime sexual': 0.009, 'agressao grave': 0.041}","{'força fisica e ameacas': 0.127, 'Indefinido': 0.791, 'outros': 0.045, 'objetos cortantes': 0.005, 'armas de fogo': 0.009, 'explosivos e substancias quimicas': 0.005, 'armas de fogo automaticas': 0.005, 'objetos contundentes': 0.009, 'armas de fogo semiautomaticas': 0.005}","{'Manha': 0.173, 'Tarde': 0.323, 'Noite': 0.314, 'Madrugada': 0.191}",{'N Hollywood'},"{1541, 1543, 1544, 1545, 1551, 1553, 1525, 1531, 1563, 1532, 1533}"
40,187,0.0535315821823192,136.728807249106,1368.7108544239,34.1715925133689,-118.463452941176,"{'roubo': 0.69, 'agressao leve': 0.091, 'vandalismo': 0.134, 'agressao grave': 0.064, 'golpes': 0.005, 'crime sexual': 0.011, 'homicidio': 0.005}","{'Indefinido': 0.695, 'força fisica e ameacas': 0.139, 'armas de fogo semiautomaticas': 0.016, 'objetos cortantes': 0.027, 'outros': 0.064, 'objetos contundentes': 0.016, 'armas de fogo': 0.027, 'explosivos e substancias quimicas': 0.016}","{'Manha': 0.182, 'Tarde': 0.332, 'Noite': 0.316, 'Madrugada': 0.171}",{'Van Nuys'},"{931, 963, 932, 941, 952}"
41,621,0.0128756137894078,76.091979319591,608.4129126164,34.0226998389694,-118.253458293076,"{'roubo': 0.44, 'vandalismo': 0.205, 'agressao leve': 0.148, 'agressao grave': 0.153, 'crime sexual': 0.048, 'homicidio': 0.003, 'golpes': 0.003}","{'Indefinido': 0.567, 'força fisica e ameacas': 0.205, 'outros': 0.056, 'objetos contundentes': 0.014, 'armas de fogo semiautomaticas': 0.032, 'armas de fogo': 0.068, 'armas de fogo automaticas': 0.005, 'objetos cortantes': 0.043, 'explosivos e substancias quimicas': 0.01}","{'Manha': 0.176, 'Tarde': 0.362, 'Noite': 0.283, 'Madrugada': 0.179}",{'Newton'},"{1344, 1345, 1313, 1317, 1321, 1322, 1323, 1324, 1325, 1327, 1331, 1333, 1303, 1307, 1309, 1342, 1343}"
