Comunidade,Tamanho,Densidade,Densidade Espacial,Fator escolha,Lat,Lon,Porcentagem Crimes,Porcentagem Armas,Porcentagem Horarios,Areas,Subareas
91,609,0.0129268011557062,65.032051879929,511.959749670241,34.0873489326766,-118.302920853859,"{'roubo': 0.481, 'vandalismo': 0.195, 'agressao grave': 0.125, 'crime sexual': 0.028, 'agressao leve': 0.159, 'golpes': 0.007, 'sequestro': 0.002, 'homicidio': 0.003}","{'outros': 0.092, 'Indefinido': 0.555, 'força fisica e ameacas': 0.2, 'armas de fogo': 0.051, 'objetos cortantes': 0.049, 'objetos contundentes': 0.02, 'explosivos e substancias quimicas': 0.01, 'armas de fogo semiautomaticas': 0.018, 'armas de fogo automaticas': 0.005}","{'Manha': 0.156, 'Tarde': 0.281, 'Noite': 0.365, 'Madrugada': 0.199}","{'Hollywood', 'Olympic', 'Rampart', 'Northeast'}","{1161, 1162, 1163, 657, 1171, 659, 667, 668, 669, 677, 678, 679, 201, 202, 204, 2001, 2002, 211, 2004, 2005, 2011, 2013}"
92,205,0.0371228772938527,131.002621203633,996.95481758368,34.0811721951219,-118.291934146342,"{'agressao grave': 0.19, 'roubo': 0.395, 'vandalismo': 0.176, 'agressao leve': 0.215, 'crime sexual': 0.02, 'golpes': 0.005}","{'explosivos e substancias quimicas': 0.01, 'força fisica e ameacas': 0.263, 'armas de fogo semiautomaticas': 0.039, 'outros': 0.102, 'Indefinido': 0.454, 'objetos contundentes': 0.049, 'armas de fogo': 0.059, 'objetos cortantes': 0.02, 'armas de fogo automaticas': 0.005}","{'Manha': 0.224, 'Tarde': 0.254, 'Noite': 0.376, 'Madrugada': 0.146}","{'Olympic', 'Rampart'}","{201, 202, 203, 204, 211, 212, 2005, 221, 2014, 2015}"
93,342,0.0132978346543887,61.3588761942884,279.051545052078,34.2046894736843,-118.424294152047,"{'vandalismo': 0.196, 'crime sexual': 0.009, 'agressao grave': 0.111, 'roubo': 0.535, 'agressao leve': 0.14, 'golpes': 0.009}","{'Indefinido': 0.652, 'força fisica e ameacas': 0.14, 'armas de fogo': 0.053, 'objetos cortantes': 0.044, 'outros': 0.079, 'objetos contundentes': 0.015, 'armas de fogo automaticas': 0.006, 'armas de fogo semiautomaticas': 0.012}","{'Manha': 0.196, 'Tarde': 0.301, 'Noite': 0.325, 'Madrugada': 0.178}","{'Mission', 'Van Nuys', 'N Hollywood'}","{909, 916, 919, 926, 929, 937, 938, 939, 1977, 1987, 1988, 1998, 1999, 1501, 1502, 1511, 1512, 1513, 1521, 1522}"
94,2,0.510582353601327,572.59833431567,584.717210406188,34.13205,-118.3798,{'roubo': 1.0},{'Indefinido': 1.0},"{'Manha': 0.0, 'Tarde': 0.5, 'Noite': 0.0, 'Madrugada': 0.5}",{'N Hollywood'},"{1595, 1596}"
95,153,0.0540330521272835,142.133004344004,1175.02164500723,34.1883679738562,-118.590950326797,"{'roubo': 0.68, 'vandalismo': 0.144, 'agressao grave': 0.085, 'agressao leve': 0.085, 'crime sexual': 0.007}","{'Indefinido': 0.732, 'armas de fogo': 0.013, 'outros': 0.059, 'força fisica e ameacas': 0.157, 'objetos cortantes': 0.026, 'armas de fogo semiautomaticas': 0.013}","{'Manha': 0.124, 'Tarde': 0.366, 'Noite': 0.366, 'Madrugada': 0.144}",{'Topanga'},"{2177, 2146, 2147, 2157, 2158}"
96,1,0,0,0,34.23,-118.442,{'vandalismo': 1.0},{'Indefinido': 1.0},"{'Manha': 0.0, 'Tarde': 0.0, 'Noite': 0.0, 'Madrugada': 1.0}",{'Mission'},{1987}
97,809,0.0119770069358723,70.9258132826658,687.22847671367,34.1699426452411,-118.376419777503,"{'crime sexual': 0.019, 'agressao leve': 0.169, 'vandalismo': 0.163, 'roubo': 0.543, 'agressao grave': 0.099, 'sequestro': 0.004, 'golpes': 0.002, 'homicidio': 0.001}","{'força fisica e ameacas': 0.204, 'outros': 0.042, 'Indefinido': 0.66, 'objetos cortantes': 0.04, 'armas de fogo': 0.022, 'explosivos e substancias quimicas': 0.005, 'objetos contundentes': 0.023, 'armas de fogo semiautomaticas': 0.002, 'armas de fogo automaticas': 0.001}","{'Manha': 0.188, 'Tarde': 0.313, 'Noite': 0.33, 'Madrugada': 0.169}",{'N Hollywood'},"{1538, 1539, 1542, 1545, 1546, 1547, 1548, 1549, 1553, 1555, 1557, 1559, 1515, 1516, 1525, 1526, 1527, 1529, 1535}"
98,148,0.0427360838226517,127.23259599401,804.738587331292,34.0274054054054,-118.365947972973,"{'roubo': 0.527, 'agressao leve': 0.176, 'agressao grave': 0.115, 'vandalismo': 0.169, 'crime sexual': 0.014}","{'Indefinido': 0.554, 'força fisica e ameacas': 0.23, 'armas de fogo': 0.074, 'objetos cortantes': 0.054, 'armas de fogo semiautomaticas': 0.014, 'objetos contundentes': 0.034, 'outros': 0.034, 'armas de fogo automaticas': 0.007}","{'Manha': 0.196, 'Tarde': 0.345, 'Noite': 0.345, 'Madrugada': 0.115}","{'Wilshire', 'Southwest'}","{321, 301, 783, 341, 311, 312}"
99,4,0.619408863775959,19999.9999993361,49552.7091004317,34.2392,-118.573275,{'roubo': 1.0},{'Indefinido': 1.0},"{'Manha': 0.0, 'Tarde': 0.5, 'Noite': 0.5, 'Madrugada': 0.0}",{'Devonshire'},{1771}
100,151,0.0582640336402847,184.222586368755,1620.7661963929,33.9328370860927,-118.23640794702,"{'agressao grave': 0.205, 'roubo': 0.344, 'agressao leve': 0.192, 'crime sexual': 0.013, 'vandalismo': 0.238, 'homicidio': 0.007}","{'força fisica e ameacas': 0.265, 'objetos contundentes': 0.026, 'outros': 0.139, 'armas de fogo': 0.099, 'Indefinido': 0.351, 'armas de fogo automaticas': 0.033, 'explosivos e substancias quimicas': 0.007, 'objetos cortantes': 0.06, 'armas de fogo semiautomaticas': 0.02}","{'Manha': 0.166, 'Tarde': 0.252, 'Noite': 0.351, 'Madrugada': 0.232}",{'Southeast'},"{1849, 1837, 1838, 1839}"
101,996,0.017433216077953,102.89437112464,1786.60468580086,34.0653,-118.293557228916,"{'crime sexual': 0.021, 'agressao leve': 0.207, 'vandalismo': 0.152, 'roubo': 0.475, 'agressao grave': 0.133, 'golpes': 0.007, 'sequestro': 0.003, 'homicidio': 0.003}","{'Indefinido': 0.518, 'força fisica e ameacas': 0.26, 'outros': 0.068, 'objetos contundentes': 0.035, 'objetos cortantes': 0.067, 'explosivos e substancias quimicas': 0.008, 'armas de fogo': 0.031, 'armas de fogo semiautomaticas': 0.01, 'armas de fogo automaticas': 0.002}","{'Manha': 0.206, 'Tarde': 0.294, 'Noite': 0.344, 'Madrugada': 0.156}","{'Olympic', 'Rampart'}","{2049, 2058, 2069, 212, 221, 2014, 2015, 2016, 2017, 2019, 2023, 2024, 2025, 2026, 2027, 231, 2029, 2034, 2035, 2036, 2038, 2039, 2044, 2045, 2046}"
102,14,0.0970526537073155,244.275655786818,331.906408822877,34.2363214285714,-118.423464285714,"{'roubo': 0.571, 'agressao leve': 0.143, 'agressao grave': 0.143, 'vandalismo': 0.143}","{'outros': 0.357, 'Indefinido': 0.5, 'armas de fogo': 0.143}","{'Manha': 0.0, 'Tarde': 0.286, 'Noite': 0.5, 'Madrugada': 0.214}",{'Mission'},"{1969, 1977, 1988, 1979}"
103,2,0.472225605176279,431.130613558182,407.181829795066,34.06625,-118.48565,{'roubo': 1.0},"{'Indefinido': 0.5, 'força fisica e ameacas': 0.5}","{'Manha': 0.0, 'Tarde': 1.0, 'Noite': 0.0, 'Madrugada': 0.0}",{'West LA'},{812}
104,419,0.0172735952132799,70.1410363855894,507.655317682772,34.0277472553699,-118.400136276849,"{'agressao leve': 0.124, 'roubo': 0.652, 'vandalismo': 0.141, 'agressao grave': 0.069, 'crime sexual': 0.01, 'golpes': 0.005}","{'força fisica e ameacas': 0.155, 'Indefinido': 0.675, 'objetos contundentes': 0.021, 'armas de fogo semiautomaticas': 0.01, 'outros': 0.088, 'objetos cortantes': 0.024, 'armas de fogo': 0.024, 'explosivos e substancias quimicas': 0.002}","{'Manha': 0.165, 'Tarde': 0.303, 'Noite': 0.391, 'Madrugada': 0.141}","{'Wilshire', 'West LA', 'Pacific'}","{896, 897, 898, 899, 1409, 1438, 1408, 893, 782, 887, 1405, 1428, 895, 1437, 1406, 1407}"
105,86,0.0406106961067473,138.854398167355,484.951743967136,34.2354523255814,-118.398095348837,"{'vandalismo': 0.267, 'roubo': 0.477, 'agressao leve': 0.151, 'sequestro': 0.012, 'agressao grave': 0.058, 'crime sexual': 0.035}","{'Indefinido': 0.64, 'armas de fogo': 0.035, 'outros': 0.058, 'força fisica e ameacas': 0.198, 'objetos contundentes': 0.035, 'explosivos e substancias quimicas': 0.012, 'armas de fogo automaticas': 0.012, 'objetos cortantes': 0.012}","{'Manha': 0.209, 'Tarde': 0.163, 'Noite': 0.43, 'Madrugada': 0.198}",{'Foothill'},"{1664, 1672, 1681, 1682, 1663}"
106,72,0.0615665211295693,127.901707876867,566.961350436656,34.2610375,-118.314698611111,"{'roubo': 0.528, 'vandalismo': 0.25, 'agressao leve': 0.111, 'agressao grave': 0.056, 'crime sexual': 0.028, 'golpes': 0.028}","{'Indefinido': 0.583, 'força fisica e ameacas': 0.194, 'outros': 0.125, 'objetos cortantes': 0.042, 'objetos contundentes': 0.042, 'armas de fogo': 0.014}","{'Manha': 0.264, 'Tarde': 0.333, 'Noite': 0.264, 'Madrugada': 0.139}",{'Foothill'},"{1636, 1637, 1617, 1618, 1656}"
107,21,0.101721070524402,298.337388155,637.291168512192,34.2403428571429,-118.603719047619,"{'roubo': 0.476, 'agressao grave': 0.095, 'vandalismo': 0.238, 'agressao leve': 0.19}","{'Indefinido': 0.571, 'objetos contundentes': 0.095, 'outros': 0.143, 'força fisica e ameacas': 0.143, 'armas de fogo': 0.048}","{'Manha': 0.238, 'Tarde': 0.333, 'Noite': 0.19, 'Madrugada': 0.238}","{'Devonshire', 'Topanga'}","{1761, 2101}"
108,94,0.10870711173967,227.024992169936,2319.8477320024,34.0073893617022,-118.300279787234,"{'crime sexual': 0.043, 'agressao leve': 0.202, 'vandalismo': 0.181, 'roubo': 0.404, 'agressao grave': 0.17}","{'força fisica e ameacas': 0.309, 'Indefinido': 0.404, 'armas de fogo': 0.117, 'outros': 0.053, 'objetos cortantes': 0.053, 'explosivos e substancias quimicas': 0.021, 'armas de fogo semiautomaticas': 0.011, 'armas de fogo automaticas': 0.011, 'objetos contundentes': 0.021}","{'Manha': 0.17, 'Tarde': 0.351, 'Noite': 0.372, 'Madrugada': 0.106}","{'Southwest', '77th Street'}","{395, 397, 1203, 1204, 376, 377}"
109,57,0.125348616424525,282.395575910748,2017.67999931469,33.9890964912281,-118.438577192982,"{'roubo': 0.825, 'crime sexual': 0.035, 'agressao leve': 0.07, 'agressao grave': 0.053, 'vandalismo': 0.018}","{'Indefinido': 0.719, 'força fisica e ameacas': 0.105, 'objetos cortantes': 0.018, 'outros': 0.123, 'armas de fogo semiautomaticas': 0.018, 'explosivos e substancias quimicas': 0.018}","{'Manha': 0.105, 'Tarde': 0.491, 'Noite': 0.316, 'Madrugada': 0.088}",{'Pacific'},"{1453, 1454}"
110,9,0.224555732848324,659.278738510795,1332.40338249849,34.0770777777778,-118.468533333333,"{'roubo': 0.667, 'vandalismo': 0.111, 'crime sexual': 0.111, 'agressao leve': 0.111}","{'força fisica e ameacas': 0.222, 'Indefinido': 0.556, 'outros': 0.111, 'armas de fogo': 0.111}","{'Manha': 0.0, 'Tarde': 0.222, 'Noite': 0.444, 'Madrugada': 0.333}",{'West LA'},{805}
111,593,0.0106485011362001,73.4219819867086,463.627596754266,34.0001600337268,-118.252344350759,"{'agressao leve': 0.199, 'roubo': 0.398, 'agressao grave': 0.174, 'vandalismo': 0.207, 'homicidio': 0.007, 'crime sexual': 0.012, 'golpes': 0.002, 'sequestro': 0.002}","{'força fisica e ameacas': 0.268, 'Indefinido': 0.476, 'objetos cortantes': 0.049, 'armas de fogo semiautomaticas': 0.076, 'armas de fogo': 0.059, 'explosivos e substancias quimicas': 0.002, 'outros': 0.04, 'objetos contundentes': 0.029, 'armas de fogo automaticas': 0.002}","{'Manha': 0.182, 'Tarde': 0.336, 'Noite': 0.344, 'Madrugada': 0.138}",{'Newton'},"{1344, 1377, 1346, 1347, 1345, 1353, 1385, 1325, 1326, 1327, 1362, 1363, 1364, 1365, 1367, 1372, 1373, 1375}"
112,1,0,0,0,34.2621,-118.5707,{'roubo': 1.0},{'Indefinido': 1.0},"{'Manha': 0.0, 'Tarde': 0.0, 'Noite': 1.0, 'Madrugada': 0.0}",{'Devonshire'},{1725}
113,2,0.101192531595635,464.23834544229,93.9549068781481,34.1289,-118.3939,"{'roubo': 0.5, 'vandalismo': 0.5}",{'Indefinido': 1.0},"{'Manha': 0.5, 'Tarde': 0.0, 'Noite': 0.5, 'Madrugada': 0.0}",{'N Hollywood'},{1591}
114,830,0.0102245610083705,72.078795392337,611.688453946008,34.0017063855422,-118.28071,"{'roubo': 0.349, 'vandalismo': 0.213, 'agressao grave': 0.213, 'agressao leve': 0.19, 'crime sexual': 0.017, 'sequestro': 0.005, 'homicidio': 0.007, 'golpes': 0.005}","{'Indefinido': 0.387, 'armas de fogo': 0.093, 'força fisica e ameacas': 0.276, 'armas de fogo semiautomaticas': 0.042, 'outros': 0.092, 'objetos contundentes': 0.018, 'objetos cortantes': 0.066, 'explosivos e substancias quimicas': 0.017, 'armas de fogo automaticas': 0.01}","{'Manha': 0.159, 'Tarde': 0.293, 'Noite': 0.4, 'Madrugada': 0.148}","{'77th Street', 'Southwest', 'Newton'}","{396, 397, 398, 399, 1300, 1203, 1204, 1205, 1207, 1208, 1209, 1342, 1343, 1344, 1218, 1219, 1351, 1352, 1353, 1354, 1361, 1362, 1239, 1371, 1372, 1381, 1383, 359, 377, 378, 379}"
115,523,0.0159423705342198,77.6756824746264,647.648949519152,34.0504841300192,-118.312319694073,"{'crime sexual': 0.015, 'golpes': 0.01, 'roubo': 0.547, 'vandalismo': 0.164, 'agressao grave': 0.088, 'agressao leve': 0.168, 'homicidio': 0.004, 'sequestro': 0.004}","{'força fisica e ameacas': 0.191, 'Indefinido': 0.577, 'objetos contundentes': 0.023, 'outros': 0.09, 'armas de fogo': 0.052, 'objetos cortantes': 0.046, 'armas de fogo automaticas': 0.006, 'armas de fogo semiautomaticas': 0.013, 'explosivos e substancias quimicas': 0.002}","{'Manha': 0.176, 'Tarde': 0.327, 'Noite': 0.327, 'Madrugada': 0.17}","{'Wilshire', 'Olympic'}","{2053, 2062, 2063, 2071, 2073, 2074, 2076, 2081, 2083, 2091, 2093, 2097, 729, 739, 2021, 2022, 749, 2031, 2033, 758, 759, 2041, 2042}"
116,9,0.484591746869429,0,0,34.283,-118.4635,"{'roubo': 0.667, 'agressao leve': 0.222, 'vandalismo': 0.111}","{'Indefinido': 0.778, 'força fisica e ameacas': 0.222}","{'Manha': 0.444, 'Tarde': 0.333, 'Noite': 0.222, 'Madrugada': 0.0}",{'Mission'},{1931}
117,302,0.0150352956400531,77.7774036599726,353.160689959316,34.1123321192053,-118.191809602649,"{'roubo': 0.563, 'agressao grave': 0.126, 'vandalismo': 0.119, 'agressao leve': 0.149, 'sequestro': 0.007, 'homicidio': 0.013, 'crime sexual': 0.013, 'golpes': 0.01}","{'Indefinido': 0.573, 'objetos cortantes': 0.023, 'outros': 0.099, 'objetos contundentes': 0.017, 'força fisica e ameacas': 0.182, 'armas de fogo': 0.096, 'armas de fogo semiautomaticas': 0.007, 'explosivos e substancias quimicas': 0.003}","{'Manha': 0.202, 'Tarde': 0.315, 'Noite': 0.348, 'Madrugada': 0.136}","{'Hollenbeck', 'Northeast'}","{1125, 1126, 1159, 1127, 1129, 1128, 1116, 1137, 1138, 1139, 404, 1169, 403, 1107, 1148, 1149, 1118}"
118,254,0.0347568228421382,125.994378757471,1112.30773260098,33.9614173228347,-118.261837007874,"{'crime sexual': 0.008, 'agressao leve': 0.185, 'roubo': 0.358, 'agressao grave': 0.295, 'vandalismo': 0.146, 'homicidio': 0.008}","{'força fisica e ameacas': 0.28, 'objetos cortantes': 0.071, 'Indefinido': 0.303, 'armas de fogo': 0.142, 'explosivos e substancias quimicas': 0.008, 'outros': 0.122, 'objetos contundentes': 0.02, 'armas de fogo semiautomaticas': 0.055}","{'Manha': 0.197, 'Tarde': 0.295, 'Noite': 0.366, 'Madrugada': 0.142}","{'77th Street', 'Southeast'}","{1824, 1258, 1259, 1804, 1803, 1806, 1268, 1269}"
119,289,0.0239582073829383,94.3962600852085,653.592335660314,34.2005816608996,-118.600351557093,"{'agressao leve': 0.218, 'roubo': 0.505, 'agressao grave': 0.118, 'vandalismo': 0.135, 'crime sexual': 0.017, 'golpes': 0.007}","{'força fisica e ameacas': 0.228, 'Indefinido': 0.585, 'explosivos e substancias quimicas': 0.014, 'objetos cortantes': 0.052, 'outros': 0.083, 'objetos contundentes': 0.017, 'armas de fogo': 0.021}","{'Manha': 0.163, 'Tarde': 0.339, 'Noite': 0.37, 'Madrugada': 0.128}",{'Topanga'},"{2144, 2145, 2146, 2147, 2114, 2125, 2126, 2158, 2134, 2136, 2137}"
120,48,0.0627464497254636,176.502965161517,531.596852635312,34.0898833333333,-118.265175,"{'roubo': 0.708, 'agressao grave': 0.021, 'vandalismo': 0.167, 'agressao leve': 0.104}","{'Indefinido': 0.771, 'outros': 0.062, 'força fisica e ameacas': 0.125, 'objetos cortantes': 0.042}","{'Manha': 0.312, 'Tarde': 0.208, 'Noite': 0.333, 'Madrugada': 0.146}",{'Northeast'},"{1144, 1171, 1172, 1173}"
121,8,0.173849756221831,287.546484824174,399.919090313017,33.7403,-118.31555,"{'roubo': 0.625, 'vandalismo': 0.25, 'crime sexual': 0.125}","{'Indefinido': 0.875, 'força fisica e ameacas': 0.125}","{'Manha': 0.375, 'Tarde': 0.375, 'Noite': 0.25, 'Madrugada': 0.0}",{'Harbor'},{551}
122,201,0.0458995873140398,138.495796329718,1277.73687914894,34.0326621890547,-118.289945771144,"{'roubo': 0.527, 'agressao grave': 0.149, 'agressao leve': 0.144, 'crime sexual': 0.015, 'vandalismo': 0.159, 'golpes': 0.005}","{'Indefinido': 0.587, 'objetos cortantes': 0.035, 'armas de fogo': 0.05, 'força fisica e ameacas': 0.184, 'outros': 0.09, 'objetos contundentes': 0.025, 'explosivos e substancias quimicas': 0.015, 'armas de fogo semiautomaticas': 0.015}","{'Manha': 0.204, 'Tarde': 0.358, 'Noite': 0.308, 'Madrugada': 0.129}","{'Southwest', 'Olympic'}","{325, 357, 358, 326, 327, 2088, 2097, 338, 2099, 308, 2076, 317, 318}"
123,265,0.0314355121854801,69.6874310999231,580.524923721856,34.1939701886794,-118.389644150943,"{'vandalismo': 0.219, 'agressao leve': 0.223, 'roubo': 0.472, 'agressao grave': 0.068, 'homicidio': 0.004, 'crime sexual': 0.015}","{'Indefinido': 0.619, 'força fisica e ameacas': 0.23, 'outros': 0.057, 'objetos contundentes': 0.03, 'armas de fogo': 0.038, 'objetos cortantes': 0.023, 'explosivos e substancias quimicas': 0.004}","{'Manha': 0.147, 'Tarde': 0.332, 'Noite': 0.37, 'Madrugada': 0.151}",{'N Hollywood'},"{1504, 1514, 1515, 1516, 1517, 1519, 1524, 1525, 1503}"
124,5,0.32060055134065,591.256976141451,947.786562674774,34.09892,-118.38786,"{'vandalismo': 0.2, 'agressao leve': 0.4, 'agressao grave': 0.2, 'roubo': 0.2}","{'armas de fogo': 0.2, 'força fisica e ameacas': 0.6, 'Indefinido': 0.2}","{'Manha': 0.0, 'Tarde': 0.0, 'Noite': 0.4, 'Madrugada': 0.6}",{'Hollywood'},{631}
125,6,0.137308027624331,346.381640549147,285.3658792145,34.2485333333333,-118.434616666667,"{'agressao grave': 0.333, 'vandalismo': 0.333, 'roubo': 0.333}","{'objetos cortantes': 0.167, 'Indefinido': 0.667, 'objetos contundentes': 0.167}","{'Manha': 0.0, 'Tarde': 0.667, 'Noite': 0.333, 'Madrugada': 0.0}",{'Mission'},"{1969, 1967, 1959}"
126,3,0.338486985619046,707.106781186856,718.039328624175,34.1577,-118.5847,"{'roubo': 0.667, 'agressao grave': 0.333}","{'Indefinido': 0.667, 'força fisica e ameacas': 0.333}","{'Manha': 0.333, 'Tarde': 0.333, 'Noite': 0.333, 'Madrugada': 0.0}",{'Topanga'},{2196}
127,117,0.0432936314375605,117.375456281595,594.548340056289,34.2125401709402,-118.370442735043,"{'roubo': 0.368, 'agressao grave': 0.222, 'vandalismo': 0.248, 'agressao leve': 0.154, 'golpes': 0.009}","{'Indefinido': 0.479, 'outros': 0.094, 'força fisica e ameacas': 0.197, 'armas de fogo semiautomaticas': 0.009, 'objetos cortantes': 0.043, 'armas de fogo': 0.128, 'objetos contundentes': 0.051}","{'Manha': 0.171, 'Tarde': 0.436, 'Noite': 0.274, 'Madrugada': 0.12}","{'Foothill', 'N Hollywood'}","{1506, 1698, 1508, 1509, 1687, 1689, 1695}"
128,345,0.0146186821236451,80.671089260927,406.860228613424,34.0688263768116,-118.212404057971,"{'agressao leve': 0.174, 'roubo': 0.475, 'vandalismo': 0.157, 'agressao grave': 0.154, 'crime sexual': 0.026, 'golpes': 0.009, 'sequestro': 0.006}","{'força fisica e ameacas': 0.18, 'Indefinido': 0.588, 'objetos contundentes': 0.012, 'armas de fogo': 0.072, 'objetos cortantes': 0.046, 'armas de fogo semiautomaticas': 0.012, 'outros': 0.09}","{'Manha': 0.235, 'Tarde': 0.333, 'Noite': 0.29, 'Madrugada': 0.142}",{'Hollenbeck'},"{448, 416, 421, 422, 423, 424, 443, 441, 442, 411, 412, 445, 415}"
129,1,0,0,0,34.1006,-118.392,{'roubo': 1.0},{'outros': 1.0},"{'Manha': 0.0, 'Tarde': 0.0, 'Noite': 0.0, 'Madrugada': 1.0}",{'Hollywood'},{631}
130,2,0.357574348632855,0,0,34.1033,-118.4916,"{'roubo': 0.5, 'crime sexual': 0.5}",{'Indefinido': 1.0},"{'Manha': 0.0, 'Tarde': 1.0, 'Noite': 0.0, 'Madrugada': 0.0}",{'West LA'},{804}
131,14,0.322545958554831,1221.42155701457,5515.5042166952,33.7569857142857,-118.289192857143,"{'crime sexual': 0.357, 'roubo': 0.071, 'vandalismo': 0.357, 'agressao grave': 0.143, 'agressao leve': 0.071}","{'Indefinido': 0.786, 'armas de fogo': 0.143, 'força fisica e ameacas': 0.071}","{'Manha': 0.071, 'Tarde': 0.143, 'Noite': 0.429, 'Madrugada': 0.357}",{'Harbor'},{523}
132,4,0.320458715048661,490.434037023947,628.655445283287,34.220925,-118.544975,"{'agressao leve': 0.25, 'roubo': 0.75}","{'força fisica e ameacas': 0.25, 'outros': 0.25, 'Indefinido': 0.5}","{'Manha': 0.0, 'Tarde': 0.0, 'Noite': 1.0, 'Madrugada': 0.0}","{'West Valley', 'Devonshire'}","{1001, 1794, 1793}"
133,492,0.0237507283694623,93.9145852425637,1097.42558358121,34.0540829268293,-118.441640447154,"{'crime sexual': 0.049, 'roubo': 0.573, 'vandalismo': 0.167, 'agressao leve': 0.144, 'golpes': 0.008, 'agressao grave': 0.059}","{'força fisica e ameacas': 0.195, 'Indefinido': 0.661, 'outros': 0.067, 'objetos cortantes': 0.026, 'armas de fogo semiautomaticas': 0.008, 'armas de fogo': 0.014, 'objetos contundentes': 0.02, 'explosivos e substancias quimicas': 0.006, 'armas de fogo automaticas': 0.002}","{'Manha': 0.203, 'Tarde': 0.354, 'Noite': 0.299, 'Madrugada': 0.144}",{'West LA'},"{833, 834, 835, 836, 837, 838, 847, 816, 817, 818, 884, 853, 854, 855, 828}"
134,179,0.0263583769055432,102.694576246909,484.528360089922,34.0023776536313,-118.436987709497,"{'roubo': 0.665, 'vandalismo': 0.14, 'agressao grave': 0.089, 'agressao leve': 0.089, 'crime sexual': 0.017}","{'Indefinido': 0.721, 'força fisica e ameacas': 0.123, 'armas de fogo': 0.028, 'outros': 0.067, 'objetos contundentes': 0.017, 'objetos cortantes': 0.022, 'armas de fogo semiautomaticas': 0.017, 'explosivos e substancias quimicas': 0.006}","{'Manha': 0.24, 'Tarde': 0.246, 'Noite': 0.335, 'Madrugada': 0.179}",{'Pacific'},"{1443, 1445, 1446, 1416, 1449, 1433, 1434, 1435}"
135,6,0.455684730662677,2523.36224847514,6899.14587936456,34.2245166666667,-118.370333333333,"{'roubo': 0.667, 'vandalismo': 0.333}","{'Indefinido': 0.833, 'objetos contundentes': 0.167}","{'Manha': 0.0, 'Tarde': 0.5, 'Noite': 0.333, 'Madrugada': 0.167}",{'Foothill'},{1675}
136,111,0.266481993898925,597.775501963596,17681.9012510581,34.075654054054,-118.356372972973,"{'agressao grave': 0.099, 'roubo': 0.613, 'vandalismo': 0.117, 'agressao leve': 0.135, 'crime sexual': 0.036}","{'objetos cortantes': 0.054, 'Indefinido': 0.712, 'força fisica e ameacas': 0.126, 'outros': 0.054, 'armas de fogo': 0.009, 'objetos contundentes': 0.036, 'explosivos e substancias quimicas': 0.009}","{'Manha': 0.153, 'Tarde': 0.505, 'Noite': 0.279, 'Madrugada': 0.063}",{'Wilshire'},"{713, 724, 702}"
137,313,0.0357058974664302,104.490776342615,1167.78326418474,34.0782015974441,-118.365098402556,"{'roubo': 0.61, 'agressao leve': 0.128, 'agressao grave': 0.125, 'vandalismo': 0.125, 'crime sexual': 0.01, 'golpes': 0.003}","{'Indefinido': 0.681, 'força fisica e ameacas': 0.15, 'outros': 0.077, 'objetos cortantes': 0.045, 'armas de fogo semiautomaticas': 0.003, 'objetos contundentes': 0.026, 'armas de fogo': 0.013, 'armas de fogo automaticas': 0.003, 'explosivos e substancias quimicas': 0.003}","{'Manha': 0.118, 'Tarde': 0.371, 'Noite': 0.371, 'Madrugada': 0.141}",{'Wilshire'},"{711, 713, 702, 722, 723, 724, 732, 701, 734}"
138,118,0.0584149799058664,158.527966926565,1092.72814429891,34.2045593220339,-118.464330508475,"{'vandalismo': 0.169, 'roubo': 0.525, 'crime sexual': 0.017, 'agressao leve': 0.169, 'agressao grave': 0.102, 'homicidio': 0.008, 'golpes': 0.008}","{'Indefinido': 0.636, 'outros': 0.068, 'força fisica e ameacas': 0.144, 'objetos cortantes': 0.059, 'objetos contundentes': 0.034, 'armas de fogo': 0.042, 'armas de fogo semiautomaticas': 0.008, 'explosivos e substancias quimicas': 0.008}","{'Manha': 0.186, 'Tarde': 0.288, 'Noite': 0.364, 'Madrugada': 0.161}",{'Van Nuys'},"{901, 904, 905, 911, 914}"
139,139,0.0246531366758127,98.1560503166842,336.359778838107,34.0822071942446,-118.173260431655,"{'roubo': 0.403, 'vandalismo': 0.281, 'agressao grave': 0.158, 'agressao leve': 0.137, 'golpes': 0.007, 'crime sexual': 0.007, 'homicidio': 0.007}","{'Indefinido': 0.626, 'outros': 0.072, 'força fisica e ameacas': 0.173, 'objetos cortantes': 0.022, 'armas de fogo': 0.079, 'objetos contundentes': 0.014, 'armas de fogo semiautomaticas': 0.014}","{'Manha': 0.158, 'Tarde': 0.353, 'Noite': 0.273, 'Madrugada': 0.216}",{'Hollenbeck'},"{418, 426, 427, 428, 429, 438, 439, 408, 409}"
